"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","diggCount","input","likedByAuthor","mentions/0","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/96abdac7623b6be3b0a1989b43651243~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=96cdac8d&x-expires=1762869600&x-signature=Ja%2FKKBJ%2B4pHWev8YVe4XL7ExfDY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539873715564249864","1755513656","2025-08-18T10:40:56.000Z",,,,,"64","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"0","https://vt.tiktok.com/ZSyqCc3mG/","abang dan adik sama2 merepotkan ibunya😹","7442382203328414721","sanxz_kce","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b789b087fb7935c98ce739aa2db3ae0b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b9679e5&x-expires=1762869600&x-signature=aCLwC47VwxhOcpA8OqMiTGRDlIg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539852672167346952","1755508760","2025-08-18T09:19:20.000Z",,,,,"19373","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"63","https://vt.tiktok.com/ZSyqCc3mG/","masalah nya kok pada suka sih?","7207423639674602522","zamxxz","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/95d912d45929253cd82070ce259f7862~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22076b57&x-expires=1762869600&x-signature=ofSavDZQDJdE3z8TDM%2B9yNIG5Q8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539849347984802568","1755507989","2025-08-18T09:06:29.000Z",,,,,"750","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"1","https://vt.tiktok.com/ZSyqCc3mG/","buat yang bilang gimmick perlu dipertanyakan keimanannya dan pemahaman agamanya","7114696362961191963","call_me_diil","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cb55a98cd5021c857490ef3e76194d95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d57d0705&x-expires=1762869600&x-signature=Cl7NDbVOwBfFD1pA0Pqgao01cOE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539857409163363090","1755509861","2025-08-18T09:37:41.000Z",,,,,"936","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"12","https://vt.tiktok.com/ZSyqCc3mG/","kasian jir ibunya . ampe nanggung malu","7325842860358714373","bariang_tutang","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cd9a344fb6c6d7d729bdfd601ca115e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=25e4261b&x-expires=1762869600&x-signature=R6gTu3L4EN80LJs92GTrp2wrlCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539862455468950280","1755511171","2025-08-18T09:59:31.000Z",,,,,"2986","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"19","https://vt.tiktok.com/ZSyqCc3mG/","gak paham alasan orang2 pada nonton dia apaan.","6823500185014174721","meloncoliz","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3968ad92a69bde235c2cfce8bae73e2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca4d59c5&x-expires=1762869600&x-signature=XTAU%2BfDKLzPpn3W%2BWlbi0lU8CVM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539885895084999442","1755516493","2025-08-18T11:28:13.000Z",,,,,"344","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"10","https://vt.tiktok.com/ZSyqCc3mG/","bigmo siapa? , gua aja g kenal 🗿","7229104660010779649","mulkiahsan","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fd5ee4a369d11acbe2bd441595600216~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4b562121&x-expires=1762869600&x-signature=xVN25Yjabe0sQOVu1emrIpx9ZRY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7540621075080545041","1755687667","2025-08-20T11:01:07.000Z",,,,,"180","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"0","https://vt.tiktok.com/ZSyqCc3mG/","Idenya menarik sih bikin ngakak banget asli hahahahaha @MANDALIKA77","7227633271580115974","user2402113848400","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dbc8b36fff9e1d09045e25036a35b63d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36eb7bde&x-expires=1762869600&x-signature=I0D4gPz4z1LYyd52qbDEoOsDjUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539855749392925456","1755509475","2025-08-18T09:31:15.000Z",,,,,"169","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"4","https://vt.tiktok.com/ZSyqCc3mG/","Naon maksudna, ujug-ujug ngahina urang Sunda, urang Sunda teh hade","7491700538695664641","mantap_jiwa4","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/21ac5ad590ab9c06425762846625a60c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5bd84226&x-expires=1762869600&x-signature=5wjSrWtReSHbSDlEy7nyRAehhsw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539886131526828818","1755516549","2025-08-18T11:29:09.000Z",,,,,"8","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"0","https://vt.tiktok.com/ZSyqCc3mG/","Yaelah😂😂 bocah gni mah ga usah di kasih panggung","6690303538583847937","supri1908","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6520ca02d7b7429b9fb98ddb9442bcdd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc9b7c78&x-expires=1762869600&x-signature=vOdCVPAkg9vj63gsdTHiDZTM%2B0E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539997341778232071","1755542446","2025-08-18T18:40:46.000Z",,,,,"8","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"11","https://vt.tiktok.com/ZSyqCc3mG/","WD 29JT REZEKI HARI INI 🥰🤑🔫","7394448820992820230","lloveyourself89","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c02cc3dd859f532c1b1ec1207db52aa7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=37b099d5&x-expires=1762869600&x-signature=l5cVgjtY1B3MKBEidAgi1KZNEd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539935414800319250","1755528022","2025-08-18T14:40:22.000Z",,,,,"101","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"3","https://vt.tiktok.com/ZSyqCc3mG/","itu jugak udah termasuk murtad gk sih kalo ngomong gitu","7237716361252897794","yanzkeceeeeex","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5ccc13370ae06b9faee637fb11c76536~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=68074948&x-expires=1762869600&x-signature=58Jl%2BX6YZ0XynRr0lVE1SLeJmn8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539853041802543879","1755508843","2025-08-18T09:20:43.000Z",,,,,"542","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"9","https://vt.tiktok.com/ZSyqCc3mG/","apalagi yg dia makan b2 di luar negeri yg ama pacarnya 😋","6908198150562628609","murishaaaaaaaaa","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0325a5998096515a40ecc64476614835~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b5fcf6a8&x-expires=1762869600&x-signature=Oxa2eMfXKkGVZNhHQh208cckelk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539856031800312584","1755509542","2025-08-18T09:32:22.000Z",,,,,"107","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"4","https://vt.tiktok.com/ZSyqCc3mG/","big smoke💔🥀","7242627821298271234","koboi_kesiangan","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/08cabe95697b8e687020a37f203ed83d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1dd95653&x-expires=1762869600&x-signature=vq1dm29cnHZ3RqzklBVzWbvExuM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539915180559106836","1755523311","2025-08-18T13:21:51.000Z",,,,,"24","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"1","https://vt.tiktok.com/ZSyqCc3mG/","akhirnya ada yg speak up tentang bigmo","6778794269409166337","gihtujuhbelass","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b27d3fa62a0c4e6e11ed2c69b7bd6148~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aab99efa&x-expires=1762869600&x-signature=srAjcJY8kYltY4oGtc9Kk77pnkA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539856456863777554","1755509811","2025-08-18T09:36:51.000Z",,,,,"83","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"1","https://vt.tiktok.com/ZSyqCc3mG/","bigmom","7428897309876274182","propesornewton","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1e5317a84f2180f7c09bda040b81a92d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ba10bb34&x-expires=1762869600&x-signature=P%2BmaDR0WmGtcDxkqyHpJ8Y1ihwc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539878525240197906","1755514776","2025-08-18T10:59:36.000Z",,,,,"64","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"2","https://vt.tiktok.com/ZSyqCc3mG/","kok agama di jadikan candaan 🗿","7378418750268195856","padoks13568","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/674b8f857dc990e1aed4b83ff6f7d203~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c8a0b1c&x-expires=1762869600&x-signature=O%2Bej%2Bs4YtN0eBnAPdLf1rQWPVAk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7539880965025645329","1755515351","2025-08-18T11:09:11.000Z",,,,,"13","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"0","https://vt.tiktok.com/ZSyqCc3mG/","bigmo:""keren bet gua jir""
bigmo:🤓","7251025120231080965","blitzjager_09","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6350e9edf22bd0ea703c5bb5aea05abc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd26137d&x-expires=1762869600&x-signature=YtKSWJaYxyeYijq6irH17MI3Fvg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7539854189960364818","1755509114","2025-08-18T09:25:14.000Z",,,,,"231","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"19","https://vt.tiktok.com/ZSyqCc3mG/","","6863707298196653058","izhzyhq._","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ee583d2c339190ae86f391ee183c8a4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26c526d3&x-expires=1762869600&x-signature=mHOIaPorukh3Hctwf7BY02pu8A4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7539909872826467092","1755522074","2025-08-18T13:01:14.000Z",,,,,"1","https://vt.tiktok.com/ZSyqCc3mG/","false",,,"7539857749652472577",,"https://vt.tiktok.com/ZSyqCc3mG/","miris😔","7277138584908350469","al_disini__","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c9494e63ae143b437654058f24bed51e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f856d1ae&x-expires=1762869600&x-signature=0IWkpaqMNm0fYg68JCA4Pnw51lk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539866397254910727","1755511954","2025-08-18T10:12:34.000Z",,,,,"83","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"95","https://vt.tiktok.com/ZSyqCc3mG/","bigmo b nya apa guyss","7329491762119296008","f_hanzz4","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9a3f57e9aa361f27464188adec78eec3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a6890373&x-expires=1762869600&x-signature=p9GPCMQDtZoo%2B9qB1ZCxoPKBpKE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539914885280858888","1755523245","2025-08-18T13:20:45.000Z",,,,,"161","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"33","https://vt.tiktok.com/ZSyqCc3mG/","sunda di hina banyak yg ngebela, lah jawa dihina malah yg lain ikut ngehina☹️","7499411567760671765","rzkecap","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/33d2212c98362b4e63a13109dcb45388~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b2b99f1c&x-expires=1762869600&x-signature=A5uBTjnPRuu0bm3lHKT8Z1%2BWOds%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539861117298262802","1755510727","2025-08-18T09:52:07.000Z",,,,,"10","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"8","https://vt.tiktok.com/ZSyqCc3mG/","Kamu gak tau yang dia maksud, makanya nonton sampai akhir","7204717032674477058","yohaes.jomok123","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/96ef13f5be075e1dcf270cb958adb7d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=79a12086&x-expires=1762869600&x-signature=AKkSHusmyHH1N0j4cDNL5IfciDI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539861161753117448","1755510739","2025-08-18T09:52:19.000Z",,,,,"109","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"3","https://vt.tiktok.com/ZSyqCc3mG/","Kalo Surabaya Kota L Gua Mikirin Platnya Jir😹","7516931960548197383","drcahll","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e5fcd6bce9cd54b887cd80e94167e2f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c03cd46a&x-expires=1762869600&x-signature=RLReMfBHfkEDp9y9A7ZjYy1c9PI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539863493525586695","1755511415","2025-08-18T10:03:35.000Z",,,,,"8","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"2","https://vt.tiktok.com/ZSyqCc3mG/","bigmo in big 2025🥀💔","7448898968510252033","fufufafa_jult","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/84e4d33866f24e774b5db64bb507d7f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=63424e34&x-expires=1762869600&x-signature=lpzC4764t1jJqX%2BkripKb4ZqbSI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539848695987864327","1755507831","2025-08-18T09:03:51.000Z",,,,,"6","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"5","https://vt.tiktok.com/ZSyqCc3mG/","assalamualaikum bang","7464171197153051649","hajriahh___surex","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c9b85d5982004cca9ffcde1f83af320c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d9b558f7&x-expires=1762869600&x-signature=a0IBHFy7bM2Xwo5XyEN2kjVSK54%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7539868869911102215","1755512533","2025-08-18T10:22:13.000Z",,,,,"18","https://vt.tiktok.com/ZSyqCc3mG/","false",,"false",,"6","https://vt.tiktok.com/ZSyqCc3mG/","L itu lawliet bg","7365051094005154821","akusatuduatugahaha","https://www.tiktok.com/@isseinugrohonew/video/7539839279304805649"
