"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c24fb1d5b2981b9d25a3e698f0752b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9a1af34d&x-expires=1762869600&x-signature=vhH29psqZi%2FYJLHV%2FaPj6VyEjsM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7569898720632914706","1762504397","2025-11-07T08:33:17.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"1","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","IZINN!!!","6960935085143639042","roadsync1","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/18128bb96d2e73fa86dc5c256b470382~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=105459a8&x-expires=1762869600&x-signature=CQT5ymoGrNR2eBKwUFMDrDQoqIA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559650796288754439","1760118369","2025-10-10T17:46:09.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"2","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"1","https://vt.tiktok.com/ZSyqVsYb7/","egiluy ini agak kena sih","6574221589466005505","haishacim","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/55705d7c025ce92f2ed7813eeb6c0f03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4dd6e9bc&x-expires=1762869600&x-signature=cENjGFrAK0l1wfrEUa23zHIomBQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559793245469147911","1760151540","2025-10-11T02:59:00.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","jujuy kalo mau makan harus nunggu laper / span komen makan atau 2-3jam tayang, baru ditawari makan😭","6746376982852600834","youndtaukotanyasaya","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/10d156ccb78a29ca0afe4d96cd202116~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7cbbde35&x-expires=1762869600&x-signature=gKBvBCLT6YrrMcVhm2xn6vRtDJU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559616569023955719","1760110399","2025-10-10T15:33:19.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","hrsnya u jawab bapak i lg di pesantren😇","7491090660969595911","aqishila","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e405b1969c67d65ba1c4277613a2fa41~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c5607928&x-expires=1762869600&x-signature=OGthlx%2F42oaVbvPPjyEYdr2speQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559766738629853970","1760145677","2025-10-11T01:21:17.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"2","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","jujur iya","7375009473917830150","donny.imut","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/25b4113c164015ee12847436a4d4fc83~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cde72b36&x-expires=1762869600&x-signature=icC5q0MBbjbWKSFPxt1Gfljs%2FT0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559788815071167253","1760150507","2025-10-11T02:41:47.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"2","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","mpruynya manaaaa","7506646702071645204","mydreamfeverism","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/637d252c4bae3629bc21bc40ff8c8020~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b29074a&x-expires=1762869600&x-signature=Wfmy7xyp0aXXA9uiNg6v9D5fHmk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559749874989351701","1760141449","2025-10-11T00:10:49.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"2","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","ini sakit sih jujuy izin","6842640189719118850","alislarl","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a58c2ec45f7461a1fcbef15f0dcbc98e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3262e1fa&x-expires=1762869600&x-signature=UjyQJkdAPwap7DM7NfgZ5oMSjQA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559661824191595272","1760120937","2025-10-10T18:28:57.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","on sum ter influence shii","6806923082599810049","bas0basi","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7825374a61eecf21df11ad31fe3ba94b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=70f85503&x-expires=1762869600&x-signature=7DCbCC2A6DLXsPMaJp1RyO52ebs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7559728816446276372","1760136553","2025-10-10T22:49:13.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","Bole boleh","7324285894889161734","ossknow","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/502a86253946e50479d88624935ac52b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df33edb2&x-expires=1762869600&x-signature=L0x2ZnBDJ%2B7McePXwbHfQ%2BJn8vA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559717825561379602","1760133983","2025-10-10T22:06:23.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"2","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"1","https://vt.tiktok.com/ZSyqVsYb7/","jujur agak kena","6958196646355485698","ishdkaosreyhn","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/63d4b0f7e6e8612526d4936fec99f404~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47ee6de0&x-expires=1762869600&x-signature=AOVfK6eoS7Ls%2BhlaaUMgrEwI624%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7559790911833785096","1760150996","2025-10-11T02:49:56.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"3","https://vt.tiktok.com/ZSyqVsYb7/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVsYb7/","jujur agak kena lu bro💔","7496052942554956821","bibtank","https://www.tiktok.com/@arimahdy/video/7559567166836690184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/861a64de69c7c14aba47804014dd8de1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48aca703&x-expires=1762869600&x-signature=zssxvqChXBV1FERluRDDYjrDvYU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7570984587356406549","1762757231","2025-11-10T06:47:11.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"161","https://vt.tiktok.com/ZSyqVwh4T/","false",,,,,,,"false",,"0","https://vt.tiktok.com/ZSyqVwh4T/","","7009152333485507586","ewdanu","https://www.tiktok.com/@farhannafis20/video/7570905851179830549"
